nom,format,episodes,studio,annee,note,popularite,rang,tags,lien,periode
Nike Japan: Just Do It,Web,1,,2018,3.004,21,12934,sports;commercials;promotional,https://www.anime-planet.com/anime/nike-japan-just-do-it,2017-2023
Yamishibai: Japanese Ghost Stories 8th Season,TV,13,ILCA,2021,3.004,305,12936,horror;episodic;short episodes;supernatural;urban legend;original work,https://www.anime-planet.com/anime/yamishibai-japanese-ghost-stories-8th-season,2017-2023
Robin With His 100 Friends,TV,13,,2010,3.004,26,12937,environmental;short episodes,https://www.anime-planet.com/anime/robin-with-his-100-friends,2002-2011
Someone Else’s BL Cartoon Prologue,Web,1,,2018,2.998,169,12971,bl;romance;shounen-ai;korean animation,https://www.anime-planet.com/anime/someone-elses-bl-cartoon-prologue,2017-2023
Kaito x Ansa,TV,12,Tengu Kobou,2017,3.004,28,12938,fantasy;mystery;short episodes;original work,https://www.anime-planet.com/anime/kaito-x-ansa,2017-2023
Kiseki,Other,1,,1963,3.003,30,12939,shorts,https://www.anime-planet.com/anime/kiseki,1907-2001
"Wake Up, Girl Zoo! Taiwan de Go!",Other,1,,2017,3.003,32,12940,comedy;zoo,https://www.anime-planet.com/anime/wake-up-girl-zoo-taiwan-de-go,2017-2023
Fast Week,Web,1,,2015,3.003,33,12941,abstract;food and beverage;shorts,https://www.anime-planet.com/anime/fast-week,2012-2016
Manga Revue Haru,Movie,1,,1931,3.003,35,12943,animal protagonists;black and white;non-human protagonists;shorts,https://www.anime-planet.com/anime/manga-revue-haru,1907-2001
Minimoni: Minihams no Kekkon Song,Music Video,1,,2002,3.003,40,12944,animal protagonists;anthropomorphic;dancing;family friendly;music;non-human protagonists,https://www.anime-planet.com/anime/minimoni-minihams-no-kekkon-song,2002-2011
Moving Colors,Movie,1,,2016,3.003,42,12945,abstract;shorts,https://www.anime-planet.com/anime/moving-colors,2012-2016
Gigant Shooter Tsukasa,TV,32,"Fanworks, Forest Hunting One",2014,3.003,25,12946,action;comedy;card battles;short episodes;original work,https://www.anime-planet.com/anime/gigant-shooter-tsukasa,2012-2016
Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan,Movie,1,,2001,3.003,26,12947,comedy;shorts;original work,https://www.anime-planet.com/anime/kaze-no-kokyuu-animation-ni-yoru-oufuku-shokan,1907-2001
Kumo no Ito,Movie,1,,1946,3.003,50,12948,black and white;shorts;based on a novel,https://www.anime-planet.com/anime/kumo-no-ito,1907-2001
Ahiru no Pekkle no Ahiru no Drakestail,OVA,1,Sanrio,2001,3.002,46,12949,fantasy;animal protagonists;anthropomorphic;birds;cats;family friendly;non-human protagonists;sanrio characters,https://www.anime-planet.com/anime/ahiru-no-pekkle-no-ahiru-no-drakestail,1907-2001
Usavich Zero,TV,13,Kanaban Graphics,2015,3.002,56,12950,comedy;animal protagonists;anthropomorphic;non-human protagonists;prison;rabbits;short episodes,https://www.anime-planet.com/anime/usavich-zero,2012-2016
Monster Strike the Animation: Trouble in Monster Strike,Web,1,Marza Animation Planet,2018,3.002,56,12950,fantasy;monsters;based on a mobile game;cg animation,https://www.anime-planet.com/anime/monster-strike-the-animation-trouble-in-monster-strike,2017-2023
Seikimatsu Darling,OVA,1,,1996,3.002,919,12953,bl;comedy;romance;shounen-ai;adult couples;based on a manga,https://www.anime-planet.com/anime/seikimatsu-darling,1907-2001
Doubutsu Olympic Taikai,Movie,1,,1928,3.002,57,12954,sports;animal protagonists;black and white;no dialogue;non-human protagonists;shorts,https://www.anime-planet.com/anime/doubutsu-olympic-taikai,1907-2001
Yugami-kun ni wa Tomodachi ga Inai CM,Other,2,A-1 Pictures,2013,3.002,60,12955,commercials;promotional;short episodes;based on a manga,https://www.anime-planet.com/anime/yugami-kun-ni-wa-tomodachi-ga-inai-cm,2012-2016
Itsudatte My Santa!,OVA,2,TNK,2005,3.002,1832,12956,comedy;romance;shounen;christmas;magic;based on a manga,https://www.anime-planet.com/anime/itsudatte-my-santa,2002-2011
Suzy's Zoo Daisuki! Witzy,TV,25,Digital Media Lab,2011,3.002,66,12957,fantasy;slice of life;animal protagonists;bears;birds;countryside;episodic;family friendly;non-human protagonists;rabbits;short episodes;cg animation,https://www.anime-planet.com/anime/suzys-zoo-daisuki-witzy,2002-2011
Irodorimidori: Black'n White JAMMIN' CATS,Music Video,1,,2018,3.002,66,12958,idols,https://www.anime-planet.com/anime/irodorimidori-blackn-white-jammin-cats,2017-2023
Wake up!! TAMALA,Movie,1,,2010,3.002,77,12959,animal protagonists;anthropomorphic;cats;environmental;non-human protagonists;shorts,https://www.anime-planet.com/anime/wake-up-tamala,2002-2011
Show By Rock!! Legend of Shingan Crimsonz,Web,3,,2013,3.002,74,12960,comedy;chibi;music;short episodes,https://www.anime-planet.com/anime/show-by-rock-legend-of-shingan-crimsonz,2012-2016
"Demon Lord, ""Petit"" Retry!",Web,23,AQUA ARIS,2019,3.007,80,12911,comedy;chibi;short episodes;flash animation,https://www.anime-planet.com/anime/demon-lord-petit-retry,2017-2023
Blade,TV,12,MADHOUSE,2011,3.002,1960,12961,action;marvel comics;superheroes;vampires;based on a comic book,https://www.anime-planet.com/anime/blade,2002-2011
Beyblade: Shogun Steel Specials,DVD Special,7,Synergy SP,2013,3.001,198,12962,shounen;family friendly;monsters;proxy battles;based on a manga,https://www.anime-planet.com/anime/beyblade-shogun-steel-specials,2012-2016
W Wish,TV,13,"Picture Magic, Trinet Entertainment",2004,3,1046,12963,drama;harem;slice of life;school life,https://www.anime-planet.com/anime/w-wish,2002-2011
Aria the Scarlet Ammo AA,TV,12,Doga Kobo,2015,2.999,2529,12965,action;seinen;guns;school life;supernatural;based on a manga,https://www.anime-planet.com/anime/aria-the-scarlet-ammo-aa,2012-2016
Ketsuekigata-kun!,TV,13,"Assez Finaud Fabric., feel.",2013,2.999,531,12964,comedy;anthropomorphic;educational;non-human protagonists;short episodes;based on a manga,https://www.anime-planet.com/anime/ketsuekigata-kun,2012-2016
Laughing Target,OVA,1,Pierrot,1987,2.999,388,12966,horror;seinen;sports;archery;arranged marriage;childhood promise;based on a manga,https://www.anime-planet.com/anime/laughing-target,1907-2001
Fate/Grand Order x Himuro no Tenchi: 7-nin no Saikyou Ijin-hen,TV Special,1,ufotable,2017,2.999,338,12967,comedy;fantasy;sci fi;chibi;magic;master-servant relationship;based on a mobile game,https://www.anime-planet.com/anime/fate-grand-order-x-himuro-no-tenchi-7-nin-no-saikyou-ijin-hen,2017-2023
Divergence Eve: Misaki Chronicles,TV,13,Radix Ace Entertainment,2004,2.999,906,12968,action;ecchi;sci fi;aliens;outer space;original work,https://www.anime-planet.com/anime/divergence-eve-misaki-chronicles,2002-2011
BLAME!,Web,6,Group TAC,2003,2.999,2275,12969,sci fi;seinen;abstract;androids;cyberpunk;robots;short episodes;based on a manga,https://www.anime-planet.com/anime/blame,2002-2011
Mobile Suit Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,DVD Special,1,Sunrise,2014,2.999,75,12970,mecha;sci fi;picture drama,https://www.anime-planet.com/anime/mobile-suit-gundam-wing-frozen-teardrop-picture-drama-aratanaru-tatakai,2012-2016
One Million-Year Trip: Bander Book,TV Special,1,Tezuka Productions,1978,2.998,72,12972,adventure;sci fi;aliens;outer space,https://www.anime-planet.com/anime/one-million-year-trip-bander-book,1907-2001
Stand My Heroes: Piece of Truth,TV,12,M.S.C.,2019,2.998,686,12973,reverse harem;based on a mobile game;based on an otome game,https://www.anime-planet.com/anime/stand-my-heroes-piece-of-truth,2017-2023
Aura Battle Dunbine: The Tale of Neo Byston Well,OVA,3,Sunrise,1988,2.998,127,12974,action;fantasy;mecha;original work,https://www.anime-planet.com/anime/aura-battle-dunbine-the-tale-of-neo-byston-well,1907-2001
Megumi,Web,1,Trans Arts,2008,2.998,127,12974,historical;political,https://www.anime-planet.com/anime/megumi,2002-2011
Kujibiki Unbalance OVA,OVA,3,Ajia-do,2004,2.998,1139,12976,comedy;ecchi;school life,https://www.anime-planet.com/anime/kujibiki-unbalance-ova,2002-2011
Arata-naru Sekai,OVA,1,MADHOUSE,2012,2.998,950,12977,mystery;sci fi;time travel;original work,https://www.anime-planet.com/anime/arata-naru-sekai,2012-2016
The Baby Birds of Norman McLaren,Movie,1,,2014,2.997,36,12978,abstract;shorts,https://www.anime-planet.com/anime/the-baby-birds-of-norman-mclaren,2012-2016
Youchien Senshi: Hanamaru Girls,DVD Special,3,,2010,2.997,90,12979,comedy;magical girl;seinen;henshin heroes;based on a manga,https://www.anime-planet.com/anime/youchien-senshi-hanamaru-girls,2002-2011
Phantom of Kill,Other,1,Production I.G,2016,2.997,263,12980,action;fantasy;magic;monsters;rpg;shorts;based on a mobile game,https://www.anime-planet.com/anime/phantom-of-kill,2012-2016
Robot Girls Z,TV,3,Toei Animation,2014,2.997,787,12981,action;comedy;ecchi;mecha;sci fi;anthropomorphic;parody,https://www.anime-planet.com/anime/robot-girls-z,2012-2016
Spookiz: Trick or Treat,Music Video,1,,2015,2.997,23,12982,demons;family friendly;korean animation;monsters;supernatural;vampires;zombies;cg animation,https://www.anime-planet.com/anime/spookiz-trick-or-treat,2012-2016
Pinocchio-P: Wonderful World,Music Video,1,,2010,2.997,23,12982,vocaloid,https://www.anime-planet.com/anime/pinocchio-p-wonderful-world,2002-2011
Irodorimidori: Prism,Music Video,1,,2018,2.997,69,12984,idols;music,https://www.anime-planet.com/anime/irodorimidori-prism,2017-2023
Irodorimidori: Watashi no Naka no Gensou-teki Sekaikan Oyobi Sono Kengen wo Souki Saseta Aru Genjitsu de no Dekigot,Music Video,1,,2017,2.997,71,12985,idols;music,https://www.anime-planet.com/anime/irodorimidori-watashi-no-naka-no-gensou-teki-sekaikan-oyobi-sono-kengen-wo-souki-saseta-aru-genjitsu-de-no-dekigot,2017-2023
DEMIAN,Web,1,,2012,2.997,21,12986,action;mecha;sci fi;combining mecha,https://www.anime-planet.com/anime/demian,2012-2016
Big Fish & Begonia (2004),Web,1,,2004,2.997,67,12987,adventure;drama;fantasy;romance;chinese animation;shorts,https://www.anime-planet.com/anime/big-fish-and-begonia-2004,2002-2011
out of service: Magic Hour,Music Video,1,,2014,2.997,17,12989,vocaloid,https://www.anime-planet.com/anime/out-of-service-magic-hour,2012-2016
Chidori RSC,TV,12,Studio 3Hz,2019,2.997,503,12988,comedy;seinen;sports;guns;school life;based on a 4-koma manga;based on a manga,https://www.anime-planet.com/anime/chidori-rsc,2017-2023
100% Pascal-sensei,Web,6,OLM,2016,2.997,61,12990,comedy;family friendly;school life;short episodes;based on a manga,https://www.anime-planet.com/anime/100-pascal-sensei,2012-2016
Shimon Masato: Hone Hone Rock,Music Video,1,,1976,2.997,19,12991,dancing;prehistoric,https://www.anime-planet.com/anime/shimon-masato-hone-hone-rock,1907-2001
Thunderbirds 2086,TV,24,,1982,2.996,41,12994,action;adventure;mecha;sci fi;outer space,https://www.anime-planet.com/anime/thunderbirds-2086,1907-2001
Ochou Fujin no Gensou,Movie,1,,1940,2.996,41,12995,black and white;melancholy;shorts;war,https://www.anime-planet.com/anime/ochou-fujin-no-gensou,1907-2001
Cinterrier-jou no Hanamuko,Movie,1,,1954,2.996,39,12996,animal protagonists;anthropomorphic;black and white;dogs;non-human protagonists;shorts,https://www.anime-planet.com/anime/cinterrier-jou-no-hanamuko,1907-2001
Saishuu Shiken Kujira Progressive,OVA,1,Zexcs,2008,2.995,150,12997,fantasy;romance,https://www.anime-planet.com/anime/saishuu-shiken-kujira-progressive,2002-2011
Utsukushii Hoshi,Movie,1,,1974,2.995,35,12998,abstract;shorts,https://www.anime-planet.com/anime/utsukushii-hoshi,1907-2001
Eye Drops,Web,4,,2016,2.995,31,12999,sci fi;educational;promotional;short episodes;cg animation;original work,https://www.anime-planet.com/anime/eye-drops,2012-2016
Nissin Men-nashi Donbei x Himote House,Web,4,,2018,2.995,30,13000,comedy;promotional;short episodes;cg animation,https://www.anime-planet.com/anime/nissin-men-nashi-donbei-x-himote-house,2017-2023
Felix x Kamiusagi Rope,Web,5,,2017,2.994,29,13001,comedy;slice of life;animal protagonists;anthropomorphic;cats;commercials;non-human protagonists;promotional;rabbits;short episodes,https://www.anime-planet.com/anime/felix-x-kamiusagi-rope,2017-2023
A.F.R.O: Wonderland (Satoru Ver.),Music Video,1,,2013,2.994,24,13002,abstract,https://www.anime-planet.com/anime/afro-wonderland-satoru-ver,2012-2016
Persona 3 the Movie Meets “Walkman”,Web,1,A-1 Pictures,2016,2.994,110,13003,commercials;promotional,https://www.anime-planet.com/anime/persona-3-the-movie-meets-walkman,2012-2016
Tobacco wa Dasai,Web,1,,2014,2.994,23,13004,slice of life;educational;family friendly,https://www.anime-planet.com/anime/tobacco-wa-dasai,2012-2016
Vampillia: Ice Fist,Music Video,1,,2014,2.994,23,13004,abstract;black and white,https://www.anime-planet.com/anime/vampillia-ice-fist,2012-2016
MUSIC FROM THE MARS: Ascension from the Hell,Music Video,1,,2008,2.994,22,13006,abstract,https://www.anime-planet.com/anime/music-from-the-mars-ascension-from-the-hell,2002-2011
Go! Go! Kadendanshi,Web,78,DLE,2013,2.994,22,13007,comedy;short episodes,https://www.anime-planet.com/anime/go-go-kadendanshi,2012-2016
Samurai Gun Special,DVD Special,1,Studio Egg,2005,2.994,104,13008,action;seinen;feudal japan;historical;based on a manga,https://www.anime-planet.com/anime/samurai-gun-special,2002-2011
Tapuri Card x Kaijuu Sakaba Kanpai: Kanegon no Shuchou,Web,1,DLE,2017,2.994,21,13009,comedy;commercials;crossover;kaijuu;monsters;promotional;tokusatsu,https://www.anime-planet.com/anime/tapuri-card-x-kaijuu-sakaba-kanpai-kanegon-no-shuchou,2017-2023
Moso Calibration: Gekiyaba Bokkan!!,Music Video,1,,2017,2.994,21,13010,action,https://www.anime-planet.com/anime/moso-calibration-gekiyaba-bokkan,2017-2023
Takamiya Nasuno desu!,TV,12,Millepensee,2015,2.994,658,13011,comedy;shounen;slice of life;gag;based on a manga,https://www.anime-planet.com/anime/takamiya-nasuno-desu,2012-2016
Mattia Coletti & Oh Shu: 6 Songs,Music Video,1,,2016,2.994,19,13012,abstract;black and white,https://www.anime-planet.com/anime/mattia-coletti-and-oh-shu-6-songs,2012-2016
Muteking the Dancing Hero,TV,12,"Tezuka Productions, Tatsunoko Production",2021,2.993,95,13013,action;comedy;sci fi,https://www.anime-planet.com/anime/muteking-the-dancing-hero,2017-2023
Uchicomi! x Taka no Tsume,Web,4,DLE,2019,2.993,17,13014,comedy;commercials;parody;promotional;short episodes;superheroes;flash animation,https://www.anime-planet.com/anime/uchicomi-x-taka-no-tsume,2017-2023
Da Wei Bei Ken Zhi Daomei Tegong Xiong,Movie,1,,2017,2.993,20,13015,adventure;comedy;animal protagonists;anthropomorphic;bears;chinese animation;family friendly;non-human protagonists,https://www.anime-planet.com/anime/da-wei-bei-ken-zhi-daomei-tegong-xiong,2017-2023
Sliding Door 2,Other,1,,2010,2.993,16,13016,shorts,https://www.anime-planet.com/anime/sliding-door-2,2002-2011
Jingai-san no Yome,TV,12,Saetta,2018,2.993,1638,13018,comedy;fantasy;josei;romance;interspecies relationship;married life;non-human protagonists;short episodes;based on a 4-koma manga;based on a manga,https://www.anime-planet.com/anime/jingai-san-no-yome,2017-2023
Luve Jelly CM,Other,1,DLE,2018,2.993,19,13019,commercials;promotional;flash animation,https://www.anime-planet.com/anime/luve-jelly-cm,2017-2023
Nishitesu CM: Island City,Web,1,,2020,2.992,17,13020,slice of life;commercials;promotional,https://www.anime-planet.com/anime/nishitesu-cm-island-city,2017-2023
Combustible Campus Guardress,OVA,4,Production I.G,1993,2.992,268,13021,action;comedy;supernatural;original work,https://www.anime-planet.com/anime/combustible-campus-guardress,1907-2001
Irodorimidori: Outsider Requiem,Music Video,1,,2018,2.992,74,13022,idols;music,https://www.anime-planet.com/anime/irodorimidori-outsider-requiem,2017-2023
Sorcerer On The Rocks,OVA,2,Daume,1999,2.992,447,13023,comedy;ecchi;fantasy;bounty hunters;magic;monsters,https://www.anime-planet.com/anime/sorcerer-on-the-rocks,1907-2001
Fuyu no Hi,Movie,1,IKIF,2003,2.992,189,13024,abstract;shorts,https://www.anime-planet.com/anime/fuyu-no-hi,2002-2011
Shirozeme x Taka no Tsume,Web,4,DLE,2015,2.992,14,13025,comedy;commercials;feudal japan;parody;promotional;short episodes;superheroes;flash animation,https://www.anime-planet.com/anime/shirozeme-x-taka-no-tsume,2012-2016
Wolverine,TV,12,MADHOUSE,2011,2.992,2287,13026,action;romance;gangs;marvel comics;revenge;superheroes;superpowers;yakuza;based on a comic book,https://www.anime-planet.com/anime/wolverine,2002-2011
USB Lighter - Jii CM,Other,5,,2019,2.992,13,13027,comedy;commercials;short episodes,https://www.anime-planet.com/anime/usb-lighter-jii-cm,2017-2023
Queen's Blade: The Exiled Virgin,TV,12,ARMS,2009,2.992,6069,13028,action;ecchi;fantasy,https://www.anime-planet.com/anime/queens-blade-the-exiled-virgin,2002-2011
Space Shower TV: Official Web Spot ID,Other,2,P.I.C.S.,2010,2.991,13,13029,abstract;no dialogue;promotional;short episodes;station identifications;cg animation,https://www.anime-planet.com/anime/space-shower-tv-official-web-spot-id,2002-2011
Assemble Insert,OVA,2,Studio Coa,1989,2.991,296,13030,comedy;sci fi;seinen;idols;parody;police;power suits;robots;based on a manga,https://www.anime-planet.com/anime/assemble-insert,1907-2001
"Evangelion Shito, Hakata Shuurai",Movie,1,Khara,2019,2.991,64,13031,action;mecha;sci fi;shorts;super robot,https://www.anime-planet.com/anime/evangelion-shito-hakata-shuurai,2017-2023
Grey: Digital Target,Movie,1,Ashi Productions,1986,2.991,217,13032,sci fi;shounen;post-apocalyptic;based on a manga,https://www.anime-planet.com/anime/grey-digital-target,1907-2001
Monster Hunter Stories: RIDE ON,TV,75,David Production,2016,2.991,335,13033,action;adventure;fantasy;monsters;rpg;based on a video game,https://www.anime-planet.com/anime/monster-hunter-stories-ride-on,2012-2016
ICE Movie,Movie,1,PPM,2008,2.991,172,13034,gl;sci fi;shoujo-ai;military;post-apocalyptic;original work,https://www.anime-planet.com/anime/ice-movie,2002-2011
Kenshi Yonezu: vivi,Music Video,1,,2012,2.991,59,13035,fantasy,https://www.anime-planet.com/anime/kenshi-yonezu-vivi,2012-2016
"""Eiji""",Movie,1,Production I.G,1990,2.991,112,13036,shounen;sports;boxing;hand to hand combat;based on a manga,https://www.anime-planet.com/anime/eiji,1907-2001
Yatogame-chan Kansatsu Nikki,TV,12,Saetta,2019,2.991,747,13037,comedy;shounen;slice of life;educational;school life;short episodes;tourism;based on a 4-koma manga;based on a manga,https://www.anime-planet.com/anime/yatogame-chan-kansatsu-nikki,2017-2023
Destiny Child,Web,1,TYO Animations,2018,2.99,92,13038,action;promotional;supernatural;based on a mobile game,https://www.anime-planet.com/anime/destiny-child,2017-2023
Kennosuke-sama,OVA,1,,1990,2.99,55,13039,action;comedy;shounen;samurai;swordplay;based on a manga,https://www.anime-planet.com/anime/kennosuke-sama,1907-2001
Angel Links,TV,13,Sunrise,1999,2.99,872,13040,action;sci fi;mercenaries;outer space;space pirates;based on a light novel,https://www.anime-planet.com/anime/angel-links,1907-2001
Izumo: Flash of a Brave Sword,TV,12,"Studio Kyuma, Trinet Entertainment",2005,2.99,868,13041,fantasy;magic;person in a strange world;based on an eroge;based on a visual novel,https://www.anime-planet.com/anime/izumo-flash-of-a-brave-sword,2002-2011
Mou Hitotsu no Mirai wo.,Web,3,"Production I.G, Steve N' Steven",2013,2.99,402,13042,sci fi;short episodes;original work,https://www.anime-planet.com/anime/mou-hitotsu-no-mirai-wo,2012-2016
Ichirin-Sha,Other,1,Nomad,2010,2.99,101,13043,action;mecha;sci fi;promotional;shorts;original work,https://www.anime-planet.com/anime/ichirin-sha,2002-2011
Kujibiki Unbalance,TV,12,Ajia-do,2006,2.99,1126,13044,comedy;school life,https://www.anime-planet.com/anime/kujibiki-unbalance,2002-2011
Mori no e,Other,1,,2011,2.989,46,13045,art;forest;shorts,https://www.anime-planet.com/anime/mori-no-e,2002-2011
Sakura Internet,Other,1,WHITE FOX,2017,2.989,138,13046,slice of life;promotional;original work,https://www.anime-planet.com/anime/sakura-internet,2017-2023
Mouse,TV,12,Studio DEEN,2003,2.989,2575,13047,ecchi;harem;maids;thieves;based on a manga,https://www.anime-planet.com/anime/mouse,2002-2011
Superflat First Love,Movie,1,,2009,2.989,406,13048,fantasy;romance;abstract;bears;shorts;time travel,https://www.anime-planet.com/anime/superflat-first-love,2002-2011
Bavi Stock I: Hateshi Naki Hyouteki,OVA,1,Kaname Productions,1985,2.989,44,13049,action;adventure;sci fi;prison;psychic powers;superpowers;original work,https://www.anime-planet.com/anime/bavi-stock-i-hateshi-naki-hyouteki,1907-2001
Arabian Nights: Sinbad no Boken,Movie,1,Toei Animation,1962,2.989,224,13050,action;adventure;fantasy;family friendly;middle eastern;based on a fairy tale,https://www.anime-planet.com/anime/arabian-nights-sinbad-no-boken,1907-2001
Isuca,TV,10,ARMS,2015,2.989,4659,13051,action;comedy;ecchi;romance;seinen;supernatural;based on a manga,https://www.anime-planet.com/anime/isuca,2012-2016
Kakko-Kawaii Sengen!,TV,5,Gathering,2010,2.989,43,13052,comedy;shounen;short episodes;based on a manga,https://www.anime-planet.com/anime/kakko-kawaii-sengen,2002-2011
Marie & Gali Special,DVD Special,1,Toei Animation,2009,2.988,41,13054,comedy;educational,https://www.anime-planet.com/anime/marie-and-gali-special,2002-2011
Yumeria,TV,12,Studio DEEN,2004,2.988,3752,13055,action;comedy;ecchi;fantasy;harem;magical girl;romance;dream world;henshin heroes;superpowers;based on a video game,https://www.anime-planet.com/anime/yumeria,2002-2011
Babel II,TV,39,Toei Animation,1973,2.988,168,13056,action;mecha;shounen;psychic powers;supernatural;superpowers,https://www.anime-planet.com/anime/babel-ii,1907-2001
Part Blue,Movie,1,,2010,2.988,29,13057,abstract;no dialogue;shorts;original work,https://www.anime-planet.com/anime/part-blue,2002-2011
Promedicus CM,Other,4,,2018,2.988,42,13058,promotional;school life;short episodes;shorts,https://www.anime-planet.com/anime/promedicus-cm,2017-2023
Usalullaby,Movie,1,,2013,2.988,38,13059,abstract;black and white;shorts,https://www.anime-planet.com/anime/usalullaby,2012-2016
Angel,Other,1,RG Animation Studios,2001,2.988,37,13060,korean animation;no dialogue;prison;shorts;cg animation,https://www.anime-planet.com/anime/angel,1907-2001
Qui Shui Yi Yun,Web,12,,2015,2.988,36,13061,horror;mystery;chinese animation;supernatural;based on a manga,https://www.anime-planet.com/anime/qui-shui-yi-yun,2012-2016
Curly,Web,1,Echoes,2014,2.987,76,13062,comedy;adult couples;no dialogue;shorts;cg animation;original work,https://www.anime-planet.com/anime/curly,2012-2016
Devilish-P: masquerade,Music Video,1,,2013,2.987,36,13064,vocaloid,https://www.anime-planet.com/anime/devilish-p-masquerade,2012-2016
Blue Dragon,TV,51,Pierrot,2007,2.987,4181,13063,adventure;fantasy;shounen;based on a video game,https://www.anime-planet.com/anime/blue-dragon,2002-2011
Pop Team Epic Kinen,Other,1,,2018,2.987,114,13065,comedy;sports;promotional,https://www.anime-planet.com/anime/pop-team-epic-kinen,2017-2023
Satanika,Other,1,MADHOUSE,1998,2.987,39,13066,shorts,https://www.anime-planet.com/anime/satanika,1907-2001
Himitsukessha Taka no Tsume: Golden Spell,TV,12,DLE,2020,2.987,35,13067,comedy;parody;short episodes;superheroes;flash animation;original work,https://www.anime-planet.com/anime/himitsukessha-taka-no-tsume-golden-spell,2017-2023
"Yasashii Fue, Tori, Ishi",Movie,1,,2005,2.987,34,13068,black and white;music;shorts,https://www.anime-planet.com/anime/yasashii-fue-tori-ishi,2002-2011
Tokyo Revelation,Movie,1,J.C.Staff,1995,2.987,566,13069,action;horror;demons;based on a manga,https://www.anime-planet.com/anime/tokyo-revelation,1907-2001
Final Fantasy XIV x Taka no Tsume Dan: Futari no Yoshida-san,Web,4,DLE,2017,2.987,22,13070,comedy;parody;promotional;short episodes;flash animation,https://www.anime-planet.com/anime/final-fantasy-xiv-x-taka-no-tsume-dan-futari-no-yoshida-san,2017-2023
Ki de Tsukurou,Web,1,,2013,2.987,32,13071,animal protagonists;bears;forest;non-human protagonists;promotional;shorts;stop motion animation,https://www.anime-planet.com/anime/ki-de-tsukurou,2012-2016
Queen's Blade OVA Specials,DVD Special,2,ARMS,2011,2.987,704,13072,ecchi;borderline h,https://www.anime-planet.com/anime/queens-blade-ova-specials,2002-2011
Weiss Survive R,TV,12,Studio Hibari,2009,2.987,851,13073,comedy;ecchi;card battles;short episodes;tsundere;based on a manga,https://www.anime-planet.com/anime/weiss-survive-r,2002-2011
Nura: Rise of the Youkai Clan Recaps,TV Special,2,Studio DEEN,2010,2.986,1696,13074,japanese mythology;recap;youkai,https://www.anime-planet.com/anime/nura-rise-of-the-youkai-clan-recaps,2002-2011
Minion,Web,2,,2014,2.986,31,13075,slice of life;post-apocalyptic;short episodes,https://www.anime-planet.com/anime/minion,2012-2016
Pinky Monkey x FaFa Collaboration Animation: At Afternoon of Sunny Day,Web,1,,2011,2.986,23,13076,animal protagonists;bears;non-human protagonists;promotional;shorts,https://www.anime-planet.com/anime/pinky-monkey-x-fafa-collaboration-animation-at-afternoon-of-sunny-day,2002-2011
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,OVA,4,Radix Ace Entertainment,2004,2.986,67,13077,based on a visual novel,https://www.anime-planet.com/anime/tsuki-wa-higashi-ni-hi-wa-nishi-ni-operation-sanctuary-ova,2002-2011
Sci-fi Harry,TV,20,A.P.P.P.,2000,2.986,575,13078,drama;horror;seinen;america;psychic powers;psychological;superpowers;based on a manga,https://www.anime-planet.com/anime/sci-fi-harry,1907-2001
Pac-Man and the Ghostly Adventures,TV,52,OLM Digital,2013,2.986,66,13079,comedy;sci fi;family friendly;ghosts;based on a video game;cg animation,https://www.anime-planet.com/anime/pac-man-and-the-ghostly-adventures,2012-2016
Eternity: Shinya no Nurekoi Channel,TV,12,Seven,2020,2.986,137,13080,romance;adult couples;collections;episodic;mature romance;short episodes;based on a light novel,https://www.anime-planet.com/anime/eternity-shinya-no-nurekoi-channel,2017-2023
Heybot!,TV,50,BN Pictures,2016,2.986,65,13081,comedy;family friendly;island;non-human protagonists;robots;original work,https://www.anime-planet.com/anime/heybot,2012-2016
Nadia: The Motion Picture,Movie,1,GAINAX,1991,2.986,521,13083,action;adventure;sci fi;19th century;historical;robots,https://www.anime-planet.com/anime/nadia-the-motion-picture,1907-2001
Against,Other,1,,2013,2.986,28,13084,shorts,https://www.anime-planet.com/anime/against,2012-2016
Final Fantasy: Unlimited,TV,25,GONZO,2001,2.986,6101,13085,action;adventure;fantasy;contemporary fantasy;isekai;magic;person in a strange world;siblings,https://www.anime-planet.com/anime/final-fantasy-unlimited,1907-2001
Yoshimaho,Web,12,DLE,2021,2.978,99,13140,fantasy;childcare;isekai;magic;pov;short episodes;original work,https://www.anime-planet.com/anime/yoshimaho,2017-2023
Radwimps: Jikkyou Chuukei,Music Video,1,,2014,2.985,27,13086,abstract,https://www.anime-planet.com/anime/radwimps-jikkyou-chuukei,2012-2016
Leviathan: The Last Defense,TV,13,GONZO,2013,2.985,1596,13088,action;comedy;fantasy;animal characteristics;dragons;magic;non-human protagonists;based on a mobile game,https://www.anime-planet.com/anime/leviathan-the-last-defense,2012-2016
Dinozaurs: The Series,TV,26,Sunrise,1998,2.985,126,13089,action;dinosaurs,https://www.anime-planet.com/anime/dinozaurs-the-series,1907-2001
Matoi the Sacred Slayer Recap,TV Special,1,WHITE FOX,2016,2.985,92,13090,fantasy;magical girl;henshin heroes;magic;supernatural;original work,https://www.anime-planet.com/anime/matoi-the-sacred-slayer-recap,2012-2016
